Name,Description,Note,Created,Last edited time,length,Created by,Days
女性腦有個習慣，就是會想聽一些固定的話。,《老婆使用說明書》,,"May 12, 2022 12:01 PM","May 12, 2022 12:01 PM",20,imac-fly,0
女性通常在還沒決定要說什麼的時候就開始說。,"《圖解女性心理學》",,"February 22, 2023 9:25 PM","April 26, 2023 12:12 PM",21,imac-fly,62
無論是說話或理解他人說話，都是女性的強項。,"《圖解女性心理學》",,"February 22, 2023 9:24 PM","April 26, 2023 12:12 PM",21,imac-fly,62
我建議最不易復胖的體脂率：女性小於22%。,《增肌減脂：4+2R代謝飲食法》,,"October 4, 2022 10:52 AM","April 26, 2023 12:13 PM",21,imac-fly,204
女性的海馬迴發達，往事都能鉅細靡遺地記下來。,"《圖解女性心理學》",,"February 22, 2023 9:21 PM","April 26, 2023 12:13 PM",22,imac-fly,62
七成的女性對自己乳房的尺寸和外型感到不滿意。,"《好色醫學必修32堂課》
",,"December 28, 2022 5:32 PM","April 26, 2023 12:13 PM",22,imac-fly,118
35歲以下的女性對心靈通訊線路的倚賴度很高。,《老婆使用說明書》,,"July 24, 2022 8:11 PM","April 26, 2023 12:13 PM",22,imac-fly,275
男女腦論也能應用在行銷上女性在近處，男性在遠處。,"《男女溝通使用說明書》",,"February 27, 2023 10:58 AM","April 26, 2023 12:13 PM",24,imac-fly,58
女性工作機會增加，男女薪資拉近，出生率也會下降。,"《人類的旅程》",,"January 14, 2023 10:49 AM","April 26, 2023 12:13 PM",24,imac-fly,102
女性腦會以能否跨越規律、發揮巧思來衡量愛的有無。,《老公使用說明書》,,"December 27, 2022 3:33 PM","December 27, 2022 3:33 PM",24,imac-fly,0
「我不想懷孕時就不懷孕」，是一種女性應有的權力。,《人生路引》,,"April 24, 2022 7:57 AM","April 24, 2022 7:57 AM",24,imac-fly,0
"大多數女性幻想家的典型特徵是自信和謙遜的交融。","《Authentic Movement》",,"April 23, 2023 8:29 PM","April 23, 2023 8:29 PM",25,imac-fly,0
證明女性的耳朵、眼睛有同時處理數種訊息的優秀能力。,"《圖解女性心理學》",,"February 22, 2023 9:24 PM","April 26, 2023 12:13 PM",25,imac-fly,62
女性語言能力較強，能行雲流水般迸出一個又一個話題。,"《圖解女性心理學》",,"February 22, 2023 9:23 PM","April 26, 2023 12:13 PM",25,imac-fly,62
將情緒累積於時間軸的女性腦，最喜歡期待樂趣的感覺。,《老婆使用說明書》,,"May 12, 2022 3:44 PM","May 12, 2022 3:44 PM",25,imac-fly,0
女性則以「因失敗而焦慮，每天都喋喋不休者」最為優秀。,《老公使用說明書》,,"November 1, 2022 11:30 PM","November 1, 2022 11:30 PM",26,imac-fly,0
擅長戀愛的女性，應該是擅長拜託別人做事、擅長交涉的。,《讓男人追著妳跑（暢銷新裝版）》,,"April 28, 2022 4:46 PM","April 28, 2022 4:46 PM",26,imac-fly,0
高麗獻給元朝的女性被選為元朝皇帝元順帝的皇后（奇皇后）。,"《極簡韓國史》",,"April 19, 2023 9:53 PM","April 26, 2023 12:13 PM",28,imac-fly,6
"發現「生兒育女」也可以是女性修行成就的一條快速道路。","《媽媽禪》",,"March 25, 2023 4:48 PM","March 25, 2023 4:48 PM",28,imac-fly,0
思考的時候，男性往往依據道理導出結論，女性則是依據情緒。,"《圖解女性心理學》",,"February 22, 2023 9:25 PM","April 26, 2023 12:13 PM",28,imac-fly,62
大部分女性月經來臨時都伴隨著不適，有時甚至是嚴重的疼痛。,《月經不平等》,,"October 10, 2022 9:05 AM","October 10, 2022 9:05 AM",28,imac-fly,0
對於男性的愛，女性不是用「愛」回報，而是用「尊敬」來回報。,《讓男人追著妳跑（暢銷新裝版）》,,"May 17, 2022 6:55 AM","May 17, 2022 6:55 AM",29,imac-fly,0
月經前與月經來潮期間，女性對巧克力等甜食的口慾特別高的現象。,"《嗅覺之謎》",,"April 21, 2023 3:44 PM","April 26, 2023 12:13 PM",30,imac-fly,4
女性的關係比男性的更脆弱，或許是因為她們更加親密，並且情感強烈,"這個發現甚至也有跨文化的報導。例",,"January 22, 2023 12:37 PM","January 22, 2023 12:37 PM",31,imac-fly,0
男性對皮膚接觸到的粗糙質地較敏感，而女性則對光滑的質地較敏感。,"《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》",,"January 22, 2023 9:18 AM","February 2, 2023 6:56 PM",31,imac-fly,11
延伸感覺較低的女性腦，由於不具一體感，往往希望得到語言上的連結,《老婆使用說明書》,,"December 27, 2022 3:22 PM","December 27, 2022 3:22 PM",31,imac-fly,0
女性對於自己身體狀況的變化，有著數十倍於男性的敏感度及掌握度。,《老婆使用說明書》,,"December 27, 2022 3:18 PM","December 27, 2022 3:18 PM",31,imac-fly,0
絕大多數女性陰道的神經末梢，都只分布在陰道開口處的五公分之內，,《性愛的科學》,,"September 14, 2022 7:59 PM","September 14, 2022 7:59 PM",31,imac-fly,0
絕大多數女性陰道的神經末梢，都只分布在陰道開口處的五公分之內，,《性愛的科學》,,"September 14, 2022 5:53 PM","September 14, 2022 5:53 PM",31,imac-fly,0
女性對於自己身體狀況的變化，有著數十倍於男性的敏感度及掌握度。,《老婆使用說明書》,,"May 12, 2022 12:04 PM","April 26, 2023 12:13 PM",31,imac-fly,349
"女性「韋尼克區」的神經細胞（亦即理解語言的神經細胞）比男性多","《圖解女性心理學》",,"February 22, 2023 9:24 PM","February 22, 2023 9:24 PM",32,imac-fly,0
女性最重視的是未能公平地分配時間和給予積極的關注、情感上的支持。,"《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》",,"January 22, 2023 12:35 PM","April 26, 2023 12:14 PM",32,imac-fly,93
臺灣女性抽菸盛行率，從1990年到2020年一直維持在3～5％。,《因果螺旋》,,"October 16, 2022 8:14 PM","April 26, 2023 12:14 PM",32,imac-fly,191
延伸感覺較低的女性腦，由於不具一體感，往往希望得到語言上的連結。,《老婆使用說明書》,,"June 20, 2022 6:31 PM","April 26, 2023 12:14 PM",32,imac-fly,309
他們建議女性每天透過飲食攝取2.7公升水分，男性則是3.7公升。,《我想過得比去年好一點》,,"April 13, 2022 3:29 PM","April 13, 2022 3:29 PM",32,imac-fly,0
"女性停經之後，雌激素便不再由卵巢分泌，而主要是由皮下脂肪來合成。","《日本名醫教你飲酒的科學》",,"February 16, 2023 9:59 PM","February 16, 2023 9:59 PM",34,imac-fly,0
女性腦很擅長持續專注於眼前「不動的東西，以及相對動作較緩慢的物體」。,《老公使用說明書》,,"November 1, 2022 11:33 PM","November 1, 2022 11:33 PM",34,imac-fly,0
以整體「生命滿意度」來說，聆聽別人的女性比她們幫助的病患更快樂七倍。,《科學脫魯法》,,"April 21, 2022 10:12 AM","April 26, 2023 12:14 PM",34,imac-fly,370
對自身情緒很敏感的女性腦，把用言語讚美及疼惜重要對象視為「愛的證明」。,"《老婆使用說明書》",,"February 26, 2023 11:38 PM","April 26, 2023 12:14 PM",35,imac-fly,58
女性腦的本能陷阱作祟之下，一旦開始生兒育女，心動的感覺便有如風中殘燭。,《老公使用說明書》,,"December 27, 2022 4:04 PM","December 27, 2022 4:04 PM",35,imac-fly,0
女性們認為諸如此類「不必說」也會自動做的「非固定行為」，才是愛的證明。,《老公使用說明書》,,"December 27, 2022 3:33 PM","December 27, 2022 3:33 PM",35,imac-fly,0
無法獲得同理、自己的竭盡心力無法被注意到的生活，對女性腦來說極為痛苦。,《老公使用說明書》,,"November 1, 2022 11:37 PM","November 1, 2022 11:37 PM",35,imac-fly,0
男性性格的特點是穿透、引導、主動、自律和愛冒險，女性性格的特點是創造。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"October 29, 2022 1:52 PM","April 11, 2023 6:39 PM",35,imac-fly,164
女人覺得自己低劣，實際上是迫使她要做個女性化的女人的種種規範讓她變低劣。,《第二性（第二卷上）》,,"December 14, 2022 6:12 PM","April 26, 2023 12:14 PM",36,imac-fly,132
女性是透過說話及同理心來提高生存機率，因此，話講得越多，就越能紓解壓力。,《老公使用說明書》,,"November 1, 2022 11:28 PM","November 1, 2022 11:28 PM",36,imac-fly,0
如果女性能夠弄清楚如何以有效的方式使用憤怒，就會發現自己擁有的潛在優勢。,《哈佛商業評論最有影響力的30篇文章》,,"July 9, 2022 6:20 PM","July 9, 2022 6:20 PM",36,imac-fly,0
男性左右腦明確分工，女性則否。男性情緒由右腦掌管，女性情緒區域則跨越左右腦。,"《圖解女性心理學》",,"February 22, 2023 9:26 PM","April 26, 2023 12:14 PM",38,imac-fly,62
後第二波女性主義」的年代，我們的文化一直告訴我們，女性天生就會慎選孩子的爸。,"《性、謊言、柏金包》",,"January 27, 2023 6:11 PM","April 26, 2023 12:15 PM",38,imac-fly,88
"化學方式降低大腦對多巴胺的反應時，女性會變得更自私，而男性變得更親社會。","《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》",,"January 22, 2023 9:19 AM","January 22, 2023 9:19 AM",38,imac-fly,0
男性較可能因伴侶在性方面不忠而氣憤，而女性則較有可能因伴侶的情感不忠而不快。,《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》,,"November 27, 2022 9:46 AM","November 27, 2022 9:46 AM",38,imac-fly,0
最近一些研究表明，現代女性比前幾代有更多的機會，尤以中產階級的婦女受益最多。,《紀登斯的社會學基本概念》,,"May 9, 2022 10:21 PM","May 9, 2022 10:21 PM",38,imac-fly,0
"男女的視覺守備範圍的界線，大約三公尺。男性負責界線外側，女性負責界線內側。","《男女溝通使用說明書》",,"February 27, 2023 10:57 AM","February 27, 2023 10:57 AM",39,imac-fly,0
"不過在女性方面似乎並非如此，相較之下，高個子的女性在婚姻的可能中居於劣勢。","《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》",,"January 27, 2023 10:41 AM","January 27, 2023 10:41 AM",39,imac-fly,0
把老婆的話聽得像蚊子的嗡嗡聲，可是男性腦為了保護到手的女性，所展現的最大誠意呢。,《老公使用說明書》,,"December 27, 2022 3:42 PM","December 27, 2022 3:42 PM",40,imac-fly,0
「不知怎的，總覺得不太對」，其實就是女性腦的避險觸發機制，而這能夠拯救老公的性命,《老婆使用說明書》,,"December 27, 2022 3:28 PM","December 27, 2022 3:28 PM",40,imac-fly,0
女性會運用這種能力，來觀察約會時的男性對象。專心凝視，就連每一次的呼吸都不放過。,《老公使用說明書》,,"November 1, 2022 11:33 PM","November 1, 2022 11:33 PM",40,imac-fly,0
將這種私密事件廣告周知，事實上是一種針對年輕女性的暴力，讓她們突然不再屬於自己。,《月經不平等》,,"October 10, 2022 9:00 AM","October 10, 2022 9:00 AM",40,imac-fly,0
女性腦最重視的就是對自己和自己珍愛的人，想要傾注時間與情感，是一種終極的偏心腦。,《老婆使用說明書》,,"May 12, 2022 12:03 PM","May 12, 2022 12:03 PM",40,imac-fly,0
